,calendarDate,isOpen,date
2750,1998/6/30,1,1998-06-30
2751,1998/7/1,1,1998-07-01
2752,1998/7/2,1,1998-07-02
2753,1998/7/3,1,1998-07-03
2754,1998/7/4,0,1998-07-04
2755,1998/7/5,0,1998-07-05
2756,1998/7/6,1,1998-07-06
2757,1998/7/7,1,1998-07-07
2758,1998/7/8,1,1998-07-08
2759,1998/7/9,1,1998-07-09
2760,1998/7/10,1,1998-07-10
2761,1998/7/11,0,1998-07-11
2762,1998/7/12,0,1998-07-12
2763,1998/7/13,1,1998-07-13
2764,1998/7/14,1,1998-07-14
2765,1998/7/15,1,1998-07-15
2766,1998/7/16,1,1998-07-16
2767,1998/7/17,1,1998-07-17
2768,1998/7/18,0,1998-07-18
2769,1998/7/19,0,1998-07-19
2770,1998/7/20,1,1998-07-20
2771,1998/7/21,1,1998-07-21
2772,1998/7/22,1,1998-07-22
2773,1998/7/23,1,1998-07-23
2774,1998/7/24,1,1998-07-24
2775,1998/7/25,0,1998-07-25
2776,1998/7/26,0,1998-07-26
2777,1998/7/27,1,1998-07-27
2778,1998/7/28,1,1998-07-28
2779,1998/7/29,1,1998-07-29
2780,1998/7/30,1,1998-07-30
2781,1998/7/31,1,1998-07-31
2782,1998/8/1,0,1998-08-01
2783,1998/8/2,0,1998-08-02
2784,1998/8/3,1,1998-08-03
2785,1998/8/4,1,1998-08-04
2786,1998/8/5,1,1998-08-05
2787,1998/8/6,1,1998-08-06
2788,1998/8/7,1,1998-08-07
2789,1998/8/8,0,1998-08-08
2790,1998/8/9,0,1998-08-09
2791,1998/8/10,1,1998-08-10
2792,1998/8/11,1,1998-08-11
2793,1998/8/12,1,1998-08-12
2794,1998/8/13,1,1998-08-13
2795,1998/8/14,1,1998-08-14
2796,1998/8/15,0,1998-08-15
2797,1998/8/16,0,1998-08-16
2798,1998/8/17,1,1998-08-17
2799,1998/8/18,1,1998-08-18
2800,1998/8/19,1,1998-08-19
2801,1998/8/20,1,1998-08-20
2802,1998/8/21,1,1998-08-21
2803,1998/8/22,0,1998-08-22
2804,1998/8/23,0,1998-08-23
2805,1998/8/24,1,1998-08-24
2806,1998/8/25,1,1998-08-25
2807,1998/8/26,1,1998-08-26
2808,1998/8/27,1,1998-08-27
2809,1998/8/28,1,1998-08-28
2810,1998/8/29,0,1998-08-29
2811,1998/8/30,0,1998-08-30
2812,1998/8/31,1,1998-08-31
2813,1998/9/1,1,1998-09-01
2814,1998/9/2,1,1998-09-02
2815,1998/9/3,1,1998-09-03
2816,1998/9/4,1,1998-09-04
2817,1998/9/5,0,1998-09-05
2818,1998/9/6,0,1998-09-06
2819,1998/9/7,1,1998-09-07
2820,1998/9/8,1,1998-09-08
2821,1998/9/9,1,1998-09-09
2822,1998/9/10,1,1998-09-10
2823,1998/9/11,1,1998-09-11
2824,1998/9/12,0,1998-09-12
2825,1998/9/13,0,1998-09-13
2826,1998/9/14,1,1998-09-14
2827,1998/9/15,1,1998-09-15
2828,1998/9/16,1,1998-09-16
2829,1998/9/17,1,1998-09-17
2830,1998/9/18,1,1998-09-18
2831,1998/9/19,0,1998-09-19
2832,1998/9/20,0,1998-09-20
2833,1998/9/21,1,1998-09-21
2834,1998/9/22,1,1998-09-22
2835,1998/9/23,1,1998-09-23
2836,1998/9/24,1,1998-09-24
2837,1998/9/25,1,1998-09-25
2838,1998/9/26,0,1998-09-26
2839,1998/9/27,0,1998-09-27
2840,1998/9/28,1,1998-09-28
2841,1998/9/29,1,1998-09-29
2842,1998/9/30,1,1998-09-30
2843,1998/10/1,0,1998-10-01
2844,1998/10/2,0,1998-10-02
2845,1998/10/3,0,1998-10-03
2846,1998/10/4,0,1998-10-04
2847,1998/10/5,1,1998-10-05
2848,1998/10/6,1,1998-10-06
2849,1998/10/7,1,1998-10-07
2850,1998/10/8,1,1998-10-08
2851,1998/10/9,1,1998-10-09
2852,1998/10/10,0,1998-10-10
2853,1998/10/11,0,1998-10-11
2854,1998/10/12,1,1998-10-12
2855,1998/10/13,1,1998-10-13
2856,1998/10/14,1,1998-10-14
2857,1998/10/15,1,1998-10-15
2858,1998/10/16,1,1998-10-16
2859,1998/10/17,0,1998-10-17
2860,1998/10/18,0,1998-10-18
2861,1998/10/19,1,1998-10-19
2862,1998/10/20,1,1998-10-20
2863,1998/10/21,1,1998-10-21
2864,1998/10/22,1,1998-10-22
2865,1998/10/23,1,1998-10-23
2866,1998/10/24,0,1998-10-24
2867,1998/10/25,0,1998-10-25
2868,1998/10/26,1,1998-10-26
2869,1998/10/27,1,1998-10-27
2870,1998/10/28,1,1998-10-28
2871,1998/10/29,1,1998-10-29
2872,1998/10/30,1,1998-10-30
2873,1998/10/31,0,1998-10-31
2874,1998/11/1,0,1998-11-01
2875,1998/11/2,1,1998-11-02
2876,1998/11/3,1,1998-11-03
2877,1998/11/4,1,1998-11-04
2878,1998/11/5,1,1998-11-05
2879,1998/11/6,1,1998-11-06
2880,1998/11/7,0,1998-11-07
2881,1998/11/8,0,1998-11-08
2882,1998/11/9,1,1998-11-09
2883,1998/11/10,1,1998-11-10
2884,1998/11/11,1,1998-11-11
2885,1998/11/12,1,1998-11-12
2886,1998/11/13,1,1998-11-13
2887,1998/11/14,0,1998-11-14
2888,1998/11/15,0,1998-11-15
2889,1998/11/16,1,1998-11-16
2890,1998/11/17,1,1998-11-17
2891,1998/11/18,1,1998-11-18
2892,1998/11/19,1,1998-11-19
2893,1998/11/20,1,1998-11-20
2894,1998/11/21,0,1998-11-21
2895,1998/11/22,0,1998-11-22
2896,1998/11/23,1,1998-11-23
2897,1998/11/24,1,1998-11-24
2898,1998/11/25,1,1998-11-25
2899,1998/11/26,1,1998-11-26
2900,1998/11/27,1,1998-11-27
2901,1998/11/28,0,1998-11-28
2902,1998/11/29,0,1998-11-29
2903,1998/11/30,1,1998-11-30
2904,1998/12/1,1,1998-12-01
2905,1998/12/2,1,1998-12-02
2906,1998/12/3,1,1998-12-03
2907,1998/12/4,1,1998-12-04
2908,1998/12/5,0,1998-12-05
2909,1998/12/6,0,1998-12-06
2910,1998/12/7,1,1998-12-07
2911,1998/12/8,1,1998-12-08
2912,1998/12/9,1,1998-12-09
2913,1998/12/10,1,1998-12-10
2914,1998/12/11,1,1998-12-11
2915,1998/12/12,0,1998-12-12
2916,1998/12/13,0,1998-12-13
2917,1998/12/14,1,1998-12-14
2918,1998/12/15,1,1998-12-15
2919,1998/12/16,1,1998-12-16
2920,1998/12/17,1,1998-12-17
2921,1998/12/18,1,1998-12-18
2922,1998/12/19,0,1998-12-19
2923,1998/12/20,0,1998-12-20
2924,1998/12/21,1,1998-12-21
2925,1998/12/22,1,1998-12-22
2926,1998/12/23,1,1998-12-23
2927,1998/12/24,1,1998-12-24
2928,1998/12/25,1,1998-12-25
2929,1998/12/26,0,1998-12-26
2930,1998/12/27,0,1998-12-27
2931,1998/12/28,1,1998-12-28
2932,1998/12/29,1,1998-12-29
2933,1998/12/30,1,1998-12-30
2934,1998/12/31,1,1998-12-31
2935,1999/1/1,0,1999-01-01
2936,1999/1/2,0,1999-01-02
2937,1999/1/3,0,1999-01-03
2938,1999/1/4,1,1999-01-04
2939,1999/1/5,1,1999-01-05
2940,1999/1/6,1,1999-01-06
2941,1999/1/7,1,1999-01-07
2942,1999/1/8,1,1999-01-08
2943,1999/1/9,0,1999-01-09
2944,1999/1/10,0,1999-01-10
2945,1999/1/11,1,1999-01-11
2946,1999/1/12,1,1999-01-12
2947,1999/1/13,1,1999-01-13
2948,1999/1/14,1,1999-01-14
2949,1999/1/15,1,1999-01-15
2950,1999/1/16,0,1999-01-16
2951,1999/1/17,0,1999-01-17
2952,1999/1/18,1,1999-01-18
2953,1999/1/19,1,1999-01-19
2954,1999/1/20,1,1999-01-20
2955,1999/1/21,1,1999-01-21
2956,1999/1/22,1,1999-01-22
2957,1999/1/23,0,1999-01-23
2958,1999/1/24,0,1999-01-24
2959,1999/1/25,1,1999-01-25
2960,1999/1/26,1,1999-01-26
2961,1999/1/27,1,1999-01-27
2962,1999/1/28,1,1999-01-28
2963,1999/1/29,1,1999-01-29
2964,1999/1/30,0,1999-01-30
2965,1999/1/31,0,1999-01-31
2966,1999/2/1,1,1999-02-01
2967,1999/2/2,1,1999-02-02
2968,1999/2/3,1,1999-02-03
2969,1999/2/4,1,1999-02-04
2970,1999/2/5,1,1999-02-05
2971,1999/2/6,0,1999-02-06
2972,1999/2/7,0,1999-02-07
2973,1999/2/8,1,1999-02-08
2974,1999/2/9,1,1999-02-09
2975,1999/2/10,0,1999-02-10
2976,1999/2/11,0,1999-02-11
2977,1999/2/12,0,1999-02-12
2978,1999/2/13,0,1999-02-13
2979,1999/2/14,0,1999-02-14
2980,1999/2/15,0,1999-02-15
2981,1999/2/16,0,1999-02-16
2982,1999/2/17,0,1999-02-17
2983,1999/2/18,0,1999-02-18
2984,1999/2/19,0,1999-02-19
2985,1999/2/20,0,1999-02-20
2986,1999/2/21,0,1999-02-21
2987,1999/2/22,0,1999-02-22
2988,1999/2/23,0,1999-02-23
2989,1999/2/24,0,1999-02-24
2990,1999/2/25,0,1999-02-25
2991,1999/2/26,0,1999-02-26
2992,1999/2/27,0,1999-02-27
2993,1999/2/28,0,1999-02-28
2994,1999/3/1,1,1999-03-01
2995,1999/3/2,1,1999-03-02
2996,1999/3/3,1,1999-03-03
2997,1999/3/4,1,1999-03-04
2998,1999/3/5,1,1999-03-05
2999,1999/3/6,0,1999-03-06
3000,1999/3/7,0,1999-03-07
3001,1999/3/8,1,1999-03-08
3002,1999/3/9,1,1999-03-09
3003,1999/3/10,1,1999-03-10
3004,1999/3/11,1,1999-03-11
3005,1999/3/12,1,1999-03-12
3006,1999/3/13,0,1999-03-13
3007,1999/3/14,0,1999-03-14
3008,1999/3/15,1,1999-03-15
3009,1999/3/16,1,1999-03-16
3010,1999/3/17,1,1999-03-17
3011,1999/3/18,1,1999-03-18
3012,1999/3/19,1,1999-03-19
3013,1999/3/20,0,1999-03-20
3014,1999/3/21,0,1999-03-21
3015,1999/3/22,1,1999-03-22
3016,1999/3/23,1,1999-03-23
3017,1999/3/24,1,1999-03-24
3018,1999/3/25,1,1999-03-25
3019,1999/3/26,1,1999-03-26
3020,1999/3/27,0,1999-03-27
3021,1999/3/28,0,1999-03-28
3022,1999/3/29,1,1999-03-29
3023,1999/3/30,1,1999-03-30
3024,1999/3/31,1,1999-03-31
3025,1999/4/1,1,1999-04-01
3026,1999/4/2,1,1999-04-02
3027,1999/4/3,0,1999-04-03
3028,1999/4/4,0,1999-04-04
3029,1999/4/5,1,1999-04-05
3030,1999/4/6,1,1999-04-06
3031,1999/4/7,1,1999-04-07
3032,1999/4/8,1,1999-04-08
3033,1999/4/9,1,1999-04-09
3034,1999/4/10,0,1999-04-10
3035,1999/4/11,0,1999-04-11
3036,1999/4/12,1,1999-04-12
3037,1999/4/13,1,1999-04-13
3038,1999/4/14,1,1999-04-14
3039,1999/4/15,1,1999-04-15
3040,1999/4/16,1,1999-04-16
3041,1999/4/17,0,1999-04-17
3042,1999/4/18,0,1999-04-18
3043,1999/4/19,1,1999-04-19
3044,1999/4/20,1,1999-04-20
3045,1999/4/21,1,1999-04-21
3046,1999/4/22,1,1999-04-22
3047,1999/4/23,1,1999-04-23
3048,1999/4/24,0,1999-04-24
3049,1999/4/25,0,1999-04-25
3050,1999/4/26,1,1999-04-26
3051,1999/4/27,1,1999-04-27
3052,1999/4/28,1,1999-04-28
3053,1999/4/29,1,1999-04-29
3054,1999/4/30,1,1999-04-30
3055,1999/5/1,0,1999-05-01
3056,1999/5/2,0,1999-05-02
3057,1999/5/3,0,1999-05-03
3058,1999/5/4,1,1999-05-04
3059,1999/5/5,1,1999-05-05
3060,1999/5/6,1,1999-05-06
3061,1999/5/7,1,1999-05-07
3062,1999/5/8,0,1999-05-08
3063,1999/5/9,0,1999-05-09
3064,1999/5/10,1,1999-05-10
3065,1999/5/11,1,1999-05-11
3066,1999/5/12,1,1999-05-12
3067,1999/5/13,1,1999-05-13
3068,1999/5/14,1,1999-05-14
3069,1999/5/15,0,1999-05-15
3070,1999/5/16,0,1999-05-16
3071,1999/5/17,1,1999-05-17
3072,1999/5/18,1,1999-05-18
3073,1999/5/19,1,1999-05-19
3074,1999/5/20,1,1999-05-20
3075,1999/5/21,1,1999-05-21
3076,1999/5/22,0,1999-05-22
3077,1999/5/23,0,1999-05-23
3078,1999/5/24,1,1999-05-24
3079,1999/5/25,1,1999-05-25
3080,1999/5/26,1,1999-05-26
3081,1999/5/27,1,1999-05-27
3082,1999/5/28,1,1999-05-28
3083,1999/5/29,0,1999-05-29
3084,1999/5/30,0,1999-05-30
3085,1999/5/31,1,1999-05-31
3086,1999/6/1,1,1999-06-01
3087,1999/6/2,1,1999-06-02
3088,1999/6/3,1,1999-06-03
3089,1999/6/4,1,1999-06-04
3090,1999/6/5,0,1999-06-05
3091,1999/6/6,0,1999-06-06
3092,1999/6/7,1,1999-06-07
3093,1999/6/8,1,1999-06-08
3094,1999/6/9,1,1999-06-09
3095,1999/6/10,1,1999-06-10
3096,1999/6/11,1,1999-06-11
3097,1999/6/12,0,1999-06-12
3098,1999/6/13,0,1999-06-13
3099,1999/6/14,1,1999-06-14
3100,1999/6/15,1,1999-06-15
3101,1999/6/16,1,1999-06-16
3102,1999/6/17,1,1999-06-17
3103,1999/6/18,1,1999-06-18
3104,1999/6/19,0,1999-06-19
3105,1999/6/20,0,1999-06-20
3106,1999/6/21,1,1999-06-21
3107,1999/6/22,1,1999-06-22
3108,1999/6/23,1,1999-06-23
3109,1999/6/24,1,1999-06-24
3110,1999/6/25,1,1999-06-25
3111,1999/6/26,0,1999-06-26
3112,1999/6/27,0,1999-06-27
3113,1999/6/28,1,1999-06-28
3114,1999/6/29,1,1999-06-29
3115,1999/6/30,1,1999-06-30
3116,1999/7/1,1,1999-07-01
3117,1999/7/2,1,1999-07-02
3118,1999/7/3,0,1999-07-03
3119,1999/7/4,0,1999-07-04
3120,1999/7/5,1,1999-07-05
3121,1999/7/6,1,1999-07-06
3122,1999/7/7,1,1999-07-07
3123,1999/7/8,1,1999-07-08
3124,1999/7/9,1,1999-07-09
3125,1999/7/10,0,1999-07-10
3126,1999/7/11,0,1999-07-11
3127,1999/7/12,1,1999-07-12
3128,1999/7/13,1,1999-07-13
3129,1999/7/14,1,1999-07-14
3130,1999/7/15,1,1999-07-15
3131,1999/7/16,1,1999-07-16
3132,1999/7/17,0,1999-07-17
3133,1999/7/18,0,1999-07-18
3134,1999/7/19,1,1999-07-19
3135,1999/7/20,1,1999-07-20
3136,1999/7/21,1,1999-07-21
3137,1999/7/22,1,1999-07-22
3138,1999/7/23,1,1999-07-23
3139,1999/7/24,0,1999-07-24
3140,1999/7/25,0,1999-07-25
3141,1999/7/26,1,1999-07-26
3142,1999/7/27,1,1999-07-27
3143,1999/7/28,1,1999-07-28
3144,1999/7/29,1,1999-07-29
3145,1999/7/30,1,1999-07-30
3146,1999/7/31,0,1999-07-31
3147,1999/8/1,0,1999-08-01
3148,1999/8/2,1,1999-08-02
3149,1999/8/3,1,1999-08-03
3150,1999/8/4,1,1999-08-04
3151,1999/8/5,1,1999-08-05
3152,1999/8/6,1,1999-08-06
3153,1999/8/7,0,1999-08-07
3154,1999/8/8,0,1999-08-08
3155,1999/8/9,1,1999-08-09
3156,1999/8/10,1,1999-08-10
3157,1999/8/11,1,1999-08-11
3158,1999/8/12,1,1999-08-12
3159,1999/8/13,1,1999-08-13
3160,1999/8/14,0,1999-08-14
3161,1999/8/15,0,1999-08-15
3162,1999/8/16,1,1999-08-16
3163,1999/8/17,1,1999-08-17
3164,1999/8/18,1,1999-08-18
3165,1999/8/19,1,1999-08-19
3166,1999/8/20,1,1999-08-20
3167,1999/8/21,0,1999-08-21
3168,1999/8/22,0,1999-08-22
3169,1999/8/23,1,1999-08-23
3170,1999/8/24,1,1999-08-24
3171,1999/8/25,1,1999-08-25
3172,1999/8/26,1,1999-08-26
3173,1999/8/27,1,1999-08-27
3174,1999/8/28,0,1999-08-28
3175,1999/8/29,0,1999-08-29
3176,1999/8/30,1,1999-08-30
3177,1999/8/31,1,1999-08-31
3178,1999/9/1,1,1999-09-01
3179,1999/9/2,1,1999-09-02
3180,1999/9/3,1,1999-09-03
3181,1999/9/4,0,1999-09-04
3182,1999/9/5,0,1999-09-05
3183,1999/9/6,1,1999-09-06
3184,1999/9/7,1,1999-09-07
3185,1999/9/8,1,1999-09-08
3186,1999/9/9,1,1999-09-09
3187,1999/9/10,1,1999-09-10
3188,1999/9/11,0,1999-09-11
3189,1999/9/12,0,1999-09-12
3190,1999/9/13,1,1999-09-13
3191,1999/9/14,1,1999-09-14
3192,1999/9/15,1,1999-09-15
3193,1999/9/16,1,1999-09-16
3194,1999/9/17,1,1999-09-17
3195,1999/9/18,0,1999-09-18
3196,1999/9/19,0,1999-09-19
3197,1999/9/20,1,1999-09-20
3198,1999/9/21,1,1999-09-21
3199,1999/9/22,1,1999-09-22
3200,1999/9/23,1,1999-09-23
3201,1999/9/24,1,1999-09-24
3202,1999/9/25,0,1999-09-25
3203,1999/9/26,0,1999-09-26
3204,1999/9/27,1,1999-09-27
3205,1999/9/28,1,1999-09-28
3206,1999/9/29,1,1999-09-29
3207,1999/9/30,1,1999-09-30
3208,1999/10/1,0,1999-10-01
3209,1999/10/2,0,1999-10-02
3210,1999/10/3,0,1999-10-03
3211,1999/10/4,0,1999-10-04
3212,1999/10/5,0,1999-10-05
3213,1999/10/6,0,1999-10-06
3214,1999/10/7,0,1999-10-07
3215,1999/10/8,1,1999-10-08
3216,1999/10/9,0,1999-10-09
3217,1999/10/10,0,1999-10-10
3218,1999/10/11,1,1999-10-11
3219,1999/10/12,1,1999-10-12
3220,1999/10/13,1,1999-10-13
3221,1999/10/14,1,1999-10-14
3222,1999/10/15,1,1999-10-15
3223,1999/10/16,0,1999-10-16
3224,1999/10/17,0,1999-10-17
3225,1999/10/18,1,1999-10-18
3226,1999/10/19,1,1999-10-19
3227,1999/10/20,1,1999-10-20
3228,1999/10/21,1,1999-10-21
3229,1999/10/22,1,1999-10-22
3230,1999/10/23,0,1999-10-23
3231,1999/10/24,0,1999-10-24
3232,1999/10/25,1,1999-10-25
3233,1999/10/26,1,1999-10-26
3234,1999/10/27,1,1999-10-27
3235,1999/10/28,1,1999-10-28
3236,1999/10/29,1,1999-10-29
3237,1999/10/30,0,1999-10-30
3238,1999/10/31,0,1999-10-31
3239,1999/11/1,1,1999-11-01
3240,1999/11/2,1,1999-11-02
3241,1999/11/3,1,1999-11-03
3242,1999/11/4,1,1999-11-04
3243,1999/11/5,1,1999-11-05
3244,1999/11/6,0,1999-11-06
3245,1999/11/7,0,1999-11-07
3246,1999/11/8,1,1999-11-08
3247,1999/11/9,1,1999-11-09
3248,1999/11/10,1,1999-11-10
3249,1999/11/11,1,1999-11-11
3250,1999/11/12,1,1999-11-12
3251,1999/11/13,0,1999-11-13
3252,1999/11/14,0,1999-11-14
3253,1999/11/15,1,1999-11-15
3254,1999/11/16,1,1999-11-16
3255,1999/11/17,1,1999-11-17
3256,1999/11/18,1,1999-11-18
3257,1999/11/19,1,1999-11-19
3258,1999/11/20,0,1999-11-20
3259,1999/11/21,0,1999-11-21
3260,1999/11/22,1,1999-11-22
3261,1999/11/23,1,1999-11-23
3262,1999/11/24,1,1999-11-24
3263,1999/11/25,1,1999-11-25
3264,1999/11/26,1,1999-11-26
3265,1999/11/27,0,1999-11-27
3266,1999/11/28,0,1999-11-28
3267,1999/11/29,1,1999-11-29
3268,1999/11/30,1,1999-11-30
3269,1999/12/1,1,1999-12-01
3270,1999/12/2,1,1999-12-02
3271,1999/12/3,1,1999-12-03
3272,1999/12/4,0,1999-12-04
3273,1999/12/5,0,1999-12-05
3274,1999/12/6,1,1999-12-06
3275,1999/12/7,1,1999-12-07
3276,1999/12/8,1,1999-12-08
3277,1999/12/9,1,1999-12-09
3278,1999/12/10,1,1999-12-10
3279,1999/12/11,0,1999-12-11
3280,1999/12/12,0,1999-12-12
3281,1999/12/13,1,1999-12-13
3282,1999/12/14,1,1999-12-14
3283,1999/12/15,1,1999-12-15
3284,1999/12/16,1,1999-12-16
3285,1999/12/17,1,1999-12-17
3286,1999/12/18,0,1999-12-18
3287,1999/12/19,0,1999-12-19
3288,1999/12/20,0,1999-12-20
3289,1999/12/21,1,1999-12-21
3290,1999/12/22,1,1999-12-22
3291,1999/12/23,1,1999-12-23
3292,1999/12/24,1,1999-12-24
3293,1999/12/25,0,1999-12-25
3294,1999/12/26,0,1999-12-26
3295,1999/12/27,1,1999-12-27
3296,1999/12/28,1,1999-12-28
3297,1999/12/29,1,1999-12-29
3298,1999/12/30,1,1999-12-30
3299,1999/12/31,0,1999-12-31
3300,2000/1/1,0,2000-01-01
3301,2000/1/2,0,2000-01-02
3302,2000/1/3,0,2000-01-03
3303,2000/1/4,1,2000-01-04
3304,2000/1/5,1,2000-01-05
3305,2000/1/6,1,2000-01-06
3306,2000/1/7,1,2000-01-07
3307,2000/1/8,0,2000-01-08
3308,2000/1/9,0,2000-01-09
3309,2000/1/10,1,2000-01-10
3310,2000/1/11,1,2000-01-11
3311,2000/1/12,1,2000-01-12
3312,2000/1/13,1,2000-01-13
3313,2000/1/14,1,2000-01-14
3314,2000/1/15,0,2000-01-15
3315,2000/1/16,0,2000-01-16
3316,2000/1/17,1,2000-01-17
3317,2000/1/18,1,2000-01-18
3318,2000/1/19,1,2000-01-19
3319,2000/1/20,1,2000-01-20
3320,2000/1/21,1,2000-01-21
3321,2000/1/22,0,2000-01-22
3322,2000/1/23,0,2000-01-23
3323,2000/1/24,1,2000-01-24
3324,2000/1/25,1,2000-01-25
3325,2000/1/26,1,2000-01-26
3326,2000/1/27,1,2000-01-27
3327,2000/1/28,1,2000-01-28
3328,2000/1/29,0,2000-01-29
3329,2000/1/30,0,2000-01-30
3330,2000/1/31,0,2000-01-31
3331,2000/2/1,0,2000-02-01
3332,2000/2/2,0,2000-02-02
3333,2000/2/3,0,2000-02-03
3334,2000/2/4,0,2000-02-04
3335,2000/2/5,0,2000-02-05
3336,2000/2/6,0,2000-02-06
3337,2000/2/7,0,2000-02-07
3338,2000/2/8,0,2000-02-08
3339,2000/2/9,0,2000-02-09
3340,2000/2/10,0,2000-02-10
3341,2000/2/11,0,2000-02-11
3342,2000/2/12,0,2000-02-12
3343,2000/2/13,0,2000-02-13
3344,2000/2/14,1,2000-02-14
3345,2000/2/15,1,2000-02-15
3346,2000/2/16,1,2000-02-16
3347,2000/2/17,1,2000-02-17
3348,2000/2/18,1,2000-02-18
3349,2000/2/19,0,2000-02-19
3350,2000/2/20,0,2000-02-20
3351,2000/2/21,1,2000-02-21
3352,2000/2/22,1,2000-02-22
3353,2000/2/23,1,2000-02-23
3354,2000/2/24,1,2000-02-24
3355,2000/2/25,1,2000-02-25
3356,2000/2/26,0,2000-02-26
3357,2000/2/27,0,2000-02-27
3358,2000/2/28,1,2000-02-28
3359,2000/2/29,1,2000-02-29
3360,2000/3/1,1,2000-03-01
3361,2000/3/2,1,2000-03-02
3362,2000/3/3,1,2000-03-03
3363,2000/3/4,0,2000-03-04
3364,2000/3/5,0,2000-03-05
3365,2000/3/6,1,2000-03-06
3366,2000/3/7,1,2000-03-07
3367,2000/3/8,1,2000-03-08
3368,2000/3/9,1,2000-03-09
3369,2000/3/10,1,2000-03-10
3370,2000/3/11,0,2000-03-11
3371,2000/3/12,0,2000-03-12
3372,2000/3/13,1,2000-03-13
3373,2000/3/14,1,2000-03-14
3374,2000/3/15,1,2000-03-15
3375,2000/3/16,1,2000-03-16
3376,2000/3/17,1,2000-03-17
3377,2000/3/18,0,2000-03-18
3378,2000/3/19,0,2000-03-19
3379,2000/3/20,1,2000-03-20
3380,2000/3/21,1,2000-03-21
3381,2000/3/22,1,2000-03-22
3382,2000/3/23,1,2000-03-23
3383,2000/3/24,1,2000-03-24
3384,2000/3/25,0,2000-03-25
3385,2000/3/26,0,2000-03-26
3386,2000/3/27,1,2000-03-27
3387,2000/3/28,1,2000-03-28
3388,2000/3/29,1,2000-03-29
3389,2000/3/30,1,2000-03-30
3390,2000/3/31,1,2000-03-31
3391,2000/4/1,0,2000-04-01
3392,2000/4/2,0,2000-04-02
3393,2000/4/3,1,2000-04-03
3394,2000/4/4,1,2000-04-04
3395,2000/4/5,1,2000-04-05
3396,2000/4/6,1,2000-04-06
3397,2000/4/7,1,2000-04-07
3398,2000/4/8,0,2000-04-08
3399,2000/4/9,0,2000-04-09
3400,2000/4/10,1,2000-04-10
3401,2000/4/11,1,2000-04-11
3402,2000/4/12,1,2000-04-12
3403,2000/4/13,1,2000-04-13
3404,2000/4/14,1,2000-04-14
3405,2000/4/15,0,2000-04-15
3406,2000/4/16,0,2000-04-16
3407,2000/4/17,1,2000-04-17
3408,2000/4/18,1,2000-04-18
3409,2000/4/19,1,2000-04-19
3410,2000/4/20,1,2000-04-20
3411,2000/4/21,1,2000-04-21
3412,2000/4/22,0,2000-04-22
3413,2000/4/23,0,2000-04-23
3414,2000/4/24,1,2000-04-24
3415,2000/4/25,1,2000-04-25
3416,2000/4/26,1,2000-04-26
3417,2000/4/27,1,2000-04-27
3418,2000/4/28,1,2000-04-28
3419,2000/4/29,0,2000-04-29
3420,2000/4/30,0,2000-04-30
3421,2000/5/1,0,2000-05-01
3422,2000/5/2,0,2000-05-02
3423,2000/5/3,0,2000-05-03
3424,2000/5/4,0,2000-05-04
3425,2000/5/5,0,2000-05-05
3426,2000/5/6,0,2000-05-06
3427,2000/5/7,0,2000-05-07
3428,2000/5/8,1,2000-05-08
3429,2000/5/9,1,2000-05-09
3430,2000/5/10,1,2000-05-10
3431,2000/5/11,1,2000-05-11
3432,2000/5/12,1,2000-05-12
3433,2000/5/13,0,2000-05-13
3434,2000/5/14,0,2000-05-14
3435,2000/5/15,1,2000-05-15
3436,2000/5/16,1,2000-05-16
3437,2000/5/17,1,2000-05-17
3438,2000/5/18,1,2000-05-18
3439,2000/5/19,1,2000-05-19
3440,2000/5/20,0,2000-05-20
3441,2000/5/21,0,2000-05-21
3442,2000/5/22,1,2000-05-22
3443,2000/5/23,1,2000-05-23
3444,2000/5/24,1,2000-05-24
3445,2000/5/25,1,2000-05-25
3446,2000/5/26,1,2000-05-26
3447,2000/5/27,0,2000-05-27
3448,2000/5/28,0,2000-05-28
3449,2000/5/29,1,2000-05-29
3450,2000/5/30,1,2000-05-30
3451,2000/5/31,1,2000-05-31
3452,2000/6/1,1,2000-06-01
3453,2000/6/2,1,2000-06-02
3454,2000/6/3,0,2000-06-03
3455,2000/6/4,0,2000-06-04
3456,2000/6/5,1,2000-06-05
3457,2000/6/6,1,2000-06-06
3458,2000/6/7,1,2000-06-07
3459,2000/6/8,1,2000-06-08
3460,2000/6/9,1,2000-06-09
3461,2000/6/10,0,2000-06-10
3462,2000/6/11,0,2000-06-11
3463,2000/6/12,1,2000-06-12
3464,2000/6/13,1,2000-06-13
3465,2000/6/14,1,2000-06-14
3466,2000/6/15,1,2000-06-15
3467,2000/6/16,1,2000-06-16
3468,2000/6/17,0,2000-06-17
3469,2000/6/18,0,2000-06-18
3470,2000/6/19,1,2000-06-19
3471,2000/6/20,1,2000-06-20
3472,2000/6/21,1,2000-06-21
3473,2000/6/22,1,2000-06-22
3474,2000/6/23,1,2000-06-23
3475,2000/6/24,0,2000-06-24
3476,2000/6/25,0,2000-06-25
3477,2000/6/26,1,2000-06-26
3478,2000/6/27,1,2000-06-27
3479,2000/6/28,1,2000-06-28
3480,2000/6/29,1,2000-06-29
3481,2000/6/30,1,2000-06-30
3482,2000/7/1,0,2000-07-01
3483,2000/7/2,0,2000-07-02
3484,2000/7/3,1,2000-07-03
3485,2000/7/4,1,2000-07-04
