,calendarDate,isOpen,date
7455,2011/5/18,1,2011-05-18
7456,2011/5/19,1,2011-05-19
7457,2011/5/20,1,2011-05-20
7458,2011/5/21,0,2011-05-21
7459,2011/5/22,0,2011-05-22
7460,2011/5/23,1,2011-05-23
7461,2011/5/24,1,2011-05-24
7462,2011/5/25,1,2011-05-25
7463,2011/5/26,1,2011-05-26
7464,2011/5/27,1,2011-05-27
7465,2011/5/28,0,2011-05-28
7466,2011/5/29,0,2011-05-29
7467,2011/5/30,1,2011-05-30
7468,2011/5/31,1,2011-05-31
7469,2011/6/1,1,2011-06-01
7470,2011/6/2,1,2011-06-02
7471,2011/6/3,1,2011-06-03
7472,2011/6/4,0,2011-06-04
7473,2011/6/5,0,2011-06-05
7474,2011/6/6,0,2011-06-06
7475,2011/6/7,1,2011-06-07
7476,2011/6/8,1,2011-06-08
7477,2011/6/9,1,2011-06-09
7478,2011/6/10,1,2011-06-10
7479,2011/6/11,0,2011-06-11
7480,2011/6/12,0,2011-06-12
7481,2011/6/13,1,2011-06-13
7482,2011/6/14,1,2011-06-14
7483,2011/6/15,1,2011-06-15
7484,2011/6/16,1,2011-06-16
7485,2011/6/17,1,2011-06-17
7486,2011/6/18,0,2011-06-18
7487,2011/6/19,0,2011-06-19
7488,2011/6/20,1,2011-06-20
7489,2011/6/21,1,2011-06-21
7490,2011/6/22,1,2011-06-22
7491,2011/6/23,1,2011-06-23
7492,2011/6/24,1,2011-06-24
7493,2011/6/25,0,2011-06-25
7494,2011/6/26,0,2011-06-26
7495,2011/6/27,1,2011-06-27
7496,2011/6/28,1,2011-06-28
7497,2011/6/29,1,2011-06-29
7498,2011/6/30,1,2011-06-30
7499,2011/7/1,1,2011-07-01
7500,2011/7/2,0,2011-07-02
7501,2011/7/3,0,2011-07-03
7502,2011/7/4,1,2011-07-04
7503,2011/7/5,1,2011-07-05
7504,2011/7/6,1,2011-07-06
7505,2011/7/7,1,2011-07-07
7506,2011/7/8,1,2011-07-08
7507,2011/7/9,0,2011-07-09
7508,2011/7/10,0,2011-07-10
7509,2011/7/11,1,2011-07-11
7510,2011/7/12,1,2011-07-12
7511,2011/7/13,1,2011-07-13
7512,2011/7/14,1,2011-07-14
7513,2011/7/15,1,2011-07-15
7514,2011/7/16,0,2011-07-16
7515,2011/7/17,0,2011-07-17
7516,2011/7/18,1,2011-07-18
7517,2011/7/19,1,2011-07-19
7518,2011/7/20,1,2011-07-20
7519,2011/7/21,1,2011-07-21
7520,2011/7/22,1,2011-07-22
7521,2011/7/23,0,2011-07-23
7522,2011/7/24,0,2011-07-24
7523,2011/7/25,1,2011-07-25
7524,2011/7/26,1,2011-07-26
7525,2011/7/27,1,2011-07-27
7526,2011/7/28,1,2011-07-28
7527,2011/7/29,1,2011-07-29
7528,2011/7/30,0,2011-07-30
7529,2011/7/31,0,2011-07-31
7530,2011/8/1,1,2011-08-01
7531,2011/8/2,1,2011-08-02
7532,2011/8/3,1,2011-08-03
7533,2011/8/4,1,2011-08-04
7534,2011/8/5,1,2011-08-05
7535,2011/8/6,0,2011-08-06
7536,2011/8/7,0,2011-08-07
7537,2011/8/8,1,2011-08-08
7538,2011/8/9,1,2011-08-09
7539,2011/8/10,1,2011-08-10
7540,2011/8/11,1,2011-08-11
7541,2011/8/12,1,2011-08-12
7542,2011/8/13,0,2011-08-13
7543,2011/8/14,0,2011-08-14
7544,2011/8/15,1,2011-08-15
7545,2011/8/16,1,2011-08-16
7546,2011/8/17,1,2011-08-17
7547,2011/8/18,1,2011-08-18
7548,2011/8/19,1,2011-08-19
7549,2011/8/20,0,2011-08-20
7550,2011/8/21,0,2011-08-21
7551,2011/8/22,1,2011-08-22
7552,2011/8/23,1,2011-08-23
7553,2011/8/24,1,2011-08-24
7554,2011/8/25,1,2011-08-25
7555,2011/8/26,1,2011-08-26
7556,2011/8/27,0,2011-08-27
7557,2011/8/28,0,2011-08-28
7558,2011/8/29,1,2011-08-29
7559,2011/8/30,1,2011-08-30
7560,2011/8/31,1,2011-08-31
7561,2011/9/1,1,2011-09-01
7562,2011/9/2,1,2011-09-02
7563,2011/9/3,0,2011-09-03
7564,2011/9/4,0,2011-09-04
7565,2011/9/5,1,2011-09-05
7566,2011/9/6,1,2011-09-06
7567,2011/9/7,1,2011-09-07
7568,2011/9/8,1,2011-09-08
7569,2011/9/9,1,2011-09-09
7570,2011/9/10,0,2011-09-10
7571,2011/9/11,0,2011-09-11
7572,2011/9/12,0,2011-09-12
7573,2011/9/13,1,2011-09-13
7574,2011/9/14,1,2011-09-14
7575,2011/9/15,1,2011-09-15
7576,2011/9/16,1,2011-09-16
7577,2011/9/17,0,2011-09-17
7578,2011/9/18,0,2011-09-18
7579,2011/9/19,1,2011-09-19
7580,2011/9/20,1,2011-09-20
7581,2011/9/21,1,2011-09-21
7582,2011/9/22,1,2011-09-22
7583,2011/9/23,1,2011-09-23
7584,2011/9/24,0,2011-09-24
7585,2011/9/25,0,2011-09-25
7586,2011/9/26,1,2011-09-26
7587,2011/9/27,1,2011-09-27
7588,2011/9/28,1,2011-09-28
7589,2011/9/29,1,2011-09-29
7590,2011/9/30,1,2011-09-30
7591,2011/10/1,0,2011-10-01
7592,2011/10/2,0,2011-10-02
7593,2011/10/3,0,2011-10-03
7594,2011/10/4,0,2011-10-04
7595,2011/10/5,0,2011-10-05
7596,2011/10/6,0,2011-10-06
7597,2011/10/7,0,2011-10-07
7598,2011/10/8,0,2011-10-08
7599,2011/10/9,0,2011-10-09
7600,2011/10/10,1,2011-10-10
7601,2011/10/11,1,2011-10-11
7602,2011/10/12,1,2011-10-12
7603,2011/10/13,1,2011-10-13
7604,2011/10/14,1,2011-10-14
7605,2011/10/15,0,2011-10-15
7606,2011/10/16,0,2011-10-16
7607,2011/10/17,1,2011-10-17
7608,2011/10/18,1,2011-10-18
7609,2011/10/19,1,2011-10-19
7610,2011/10/20,1,2011-10-20
7611,2011/10/21,1,2011-10-21
7612,2011/10/22,0,2011-10-22
7613,2011/10/23,0,2011-10-23
7614,2011/10/24,1,2011-10-24
7615,2011/10/25,1,2011-10-25
7616,2011/10/26,1,2011-10-26
7617,2011/10/27,1,2011-10-27
7618,2011/10/28,1,2011-10-28
7619,2011/10/29,0,2011-10-29
7620,2011/10/30,0,2011-10-30
7621,2011/10/31,1,2011-10-31
7622,2011/11/1,1,2011-11-01
7623,2011/11/2,1,2011-11-02
7624,2011/11/3,1,2011-11-03
7625,2011/11/4,1,2011-11-04
7626,2011/11/5,0,2011-11-05
7627,2011/11/6,0,2011-11-06
7628,2011/11/7,1,2011-11-07
7629,2011/11/8,1,2011-11-08
7630,2011/11/9,1,2011-11-09
7631,2011/11/10,1,2011-11-10
7632,2011/11/11,1,2011-11-11
7633,2011/11/12,0,2011-11-12
7634,2011/11/13,0,2011-11-13
7635,2011/11/14,1,2011-11-14
7636,2011/11/15,1,2011-11-15
7637,2011/11/16,1,2011-11-16
7638,2011/11/17,1,2011-11-17
7639,2011/11/18,1,2011-11-18
7640,2011/11/19,0,2011-11-19
7641,2011/11/20,0,2011-11-20
7642,2011/11/21,1,2011-11-21
7643,2011/11/22,1,2011-11-22
7644,2011/11/23,1,2011-11-23
7645,2011/11/24,1,2011-11-24
7646,2011/11/25,1,2011-11-25
7647,2011/11/26,0,2011-11-26
7648,2011/11/27,0,2011-11-27
7649,2011/11/28,1,2011-11-28
7650,2011/11/29,1,2011-11-29
7651,2011/11/30,1,2011-11-30
7652,2011/12/1,1,2011-12-01
7653,2011/12/2,1,2011-12-02
7654,2011/12/3,0,2011-12-03
7655,2011/12/4,0,2011-12-04
7656,2011/12/5,1,2011-12-05
7657,2011/12/6,1,2011-12-06
7658,2011/12/7,1,2011-12-07
7659,2011/12/8,1,2011-12-08
7660,2011/12/9,1,2011-12-09
7661,2011/12/10,0,2011-12-10
7662,2011/12/11,0,2011-12-11
7663,2011/12/12,1,2011-12-12
7664,2011/12/13,1,2011-12-13
7665,2011/12/14,1,2011-12-14
7666,2011/12/15,1,2011-12-15
7667,2011/12/16,1,2011-12-16
7668,2011/12/17,0,2011-12-17
7669,2011/12/18,0,2011-12-18
7670,2011/12/19,1,2011-12-19
7671,2011/12/20,1,2011-12-20
7672,2011/12/21,1,2011-12-21
7673,2011/12/22,1,2011-12-22
7674,2011/12/23,1,2011-12-23
7675,2011/12/24,0,2011-12-24
7676,2011/12/25,0,2011-12-25
7677,2011/12/26,1,2011-12-26
7678,2011/12/27,1,2011-12-27
7679,2011/12/28,1,2011-12-28
7680,2011/12/29,1,2011-12-29
7681,2011/12/30,1,2011-12-30
7682,2011/12/31,0,2011-12-31
7683,2012/1/1,0,2012-01-01
7684,2012/1/2,0,2012-01-02
7685,2012/1/3,0,2012-01-03
7686,2012/1/4,1,2012-01-04
7687,2012/1/5,1,2012-01-05
7688,2012/1/6,1,2012-01-06
7689,2012/1/7,0,2012-01-07
7690,2012/1/8,0,2012-01-08
7691,2012/1/9,1,2012-01-09
7692,2012/1/10,1,2012-01-10
7693,2012/1/11,1,2012-01-11
7694,2012/1/12,1,2012-01-12
7695,2012/1/13,1,2012-01-13
7696,2012/1/14,0,2012-01-14
7697,2012/1/15,0,2012-01-15
7698,2012/1/16,1,2012-01-16
7699,2012/1/17,1,2012-01-17
7700,2012/1/18,1,2012-01-18
7701,2012/1/19,1,2012-01-19
7702,2012/1/20,1,2012-01-20
7703,2012/1/21,0,2012-01-21
7704,2012/1/22,0,2012-01-22
7705,2012/1/23,0,2012-01-23
7706,2012/1/24,0,2012-01-24
7707,2012/1/25,0,2012-01-25
7708,2012/1/26,0,2012-01-26
7709,2012/1/27,0,2012-01-27
7710,2012/1/28,0,2012-01-28
7711,2012/1/29,0,2012-01-29
7712,2012/1/30,1,2012-01-30
7713,2012/1/31,1,2012-01-31
7714,2012/2/1,1,2012-02-01
7715,2012/2/2,1,2012-02-02
7716,2012/2/3,1,2012-02-03
7717,2012/2/4,0,2012-02-04
7718,2012/2/5,0,2012-02-05
7719,2012/2/6,1,2012-02-06
7720,2012/2/7,1,2012-02-07
7721,2012/2/8,1,2012-02-08
7722,2012/2/9,1,2012-02-09
7723,2012/2/10,1,2012-02-10
7724,2012/2/11,0,2012-02-11
7725,2012/2/12,0,2012-02-12
7726,2012/2/13,1,2012-02-13
7727,2012/2/14,1,2012-02-14
7728,2012/2/15,1,2012-02-15
7729,2012/2/16,1,2012-02-16
7730,2012/2/17,1,2012-02-17
7731,2012/2/18,0,2012-02-18
7732,2012/2/19,0,2012-02-19
7733,2012/2/20,1,2012-02-20
7734,2012/2/21,1,2012-02-21
7735,2012/2/22,1,2012-02-22
7736,2012/2/23,1,2012-02-23
7737,2012/2/24,1,2012-02-24
7738,2012/2/25,0,2012-02-25
7739,2012/2/26,0,2012-02-26
7740,2012/2/27,1,2012-02-27
7741,2012/2/28,1,2012-02-28
7742,2012/2/29,1,2012-02-29
7743,2012/3/1,1,2012-03-01
7744,2012/3/2,1,2012-03-02
7745,2012/3/3,0,2012-03-03
7746,2012/3/4,0,2012-03-04
7747,2012/3/5,1,2012-03-05
7748,2012/3/6,1,2012-03-06
7749,2012/3/7,1,2012-03-07
7750,2012/3/8,1,2012-03-08
7751,2012/3/9,1,2012-03-09
7752,2012/3/10,0,2012-03-10
7753,2012/3/11,0,2012-03-11
7754,2012/3/12,1,2012-03-12
7755,2012/3/13,1,2012-03-13
7756,2012/3/14,1,2012-03-14
7757,2012/3/15,1,2012-03-15
7758,2012/3/16,1,2012-03-16
7759,2012/3/17,0,2012-03-17
7760,2012/3/18,0,2012-03-18
7761,2012/3/19,1,2012-03-19
7762,2012/3/20,1,2012-03-20
7763,2012/3/21,1,2012-03-21
7764,2012/3/22,1,2012-03-22
7765,2012/3/23,1,2012-03-23
7766,2012/3/24,0,2012-03-24
7767,2012/3/25,0,2012-03-25
7768,2012/3/26,1,2012-03-26
7769,2012/3/27,1,2012-03-27
7770,2012/3/28,1,2012-03-28
7771,2012/3/29,1,2012-03-29
7772,2012/3/30,1,2012-03-30
7773,2012/3/31,0,2012-03-31
7774,2012/4/1,0,2012-04-01
7775,2012/4/2,0,2012-04-02
7776,2012/4/3,0,2012-04-03
7777,2012/4/4,0,2012-04-04
7778,2012/4/5,1,2012-04-05
7779,2012/4/6,1,2012-04-06
7780,2012/4/7,0,2012-04-07
7781,2012/4/8,0,2012-04-08
7782,2012/4/9,1,2012-04-09
7783,2012/4/10,1,2012-04-10
7784,2012/4/11,1,2012-04-11
7785,2012/4/12,1,2012-04-12
7786,2012/4/13,1,2012-04-13
7787,2012/4/14,0,2012-04-14
7788,2012/4/15,0,2012-04-15
7789,2012/4/16,1,2012-04-16
7790,2012/4/17,1,2012-04-17
7791,2012/4/18,1,2012-04-18
7792,2012/4/19,1,2012-04-19
7793,2012/4/20,1,2012-04-20
7794,2012/4/21,0,2012-04-21
7795,2012/4/22,0,2012-04-22
7796,2012/4/23,1,2012-04-23
7797,2012/4/24,1,2012-04-24
7798,2012/4/25,1,2012-04-25
7799,2012/4/26,1,2012-04-26
7800,2012/4/27,1,2012-04-27
7801,2012/4/28,0,2012-04-28
7802,2012/4/29,0,2012-04-29
7803,2012/4/30,0,2012-04-30
7804,2012/5/1,0,2012-05-01
7805,2012/5/2,1,2012-05-02
7806,2012/5/3,1,2012-05-03
7807,2012/5/4,1,2012-05-04
7808,2012/5/5,0,2012-05-05
7809,2012/5/6,0,2012-05-06
7810,2012/5/7,1,2012-05-07
7811,2012/5/8,1,2012-05-08
7812,2012/5/9,1,2012-05-09
7813,2012/5/10,1,2012-05-10
7814,2012/5/11,1,2012-05-11
7815,2012/5/12,0,2012-05-12
7816,2012/5/13,0,2012-05-13
7817,2012/5/14,1,2012-05-14
7818,2012/5/15,1,2012-05-15
7819,2012/5/16,1,2012-05-16
7820,2012/5/17,1,2012-05-17
7821,2012/5/18,1,2012-05-18
7822,2012/5/19,0,2012-05-19
7823,2012/5/20,0,2012-05-20
7824,2012/5/21,1,2012-05-21
7825,2012/5/22,1,2012-05-22
7826,2012/5/23,1,2012-05-23
7827,2012/5/24,1,2012-05-24
7828,2012/5/25,1,2012-05-25
7829,2012/5/26,0,2012-05-26
7830,2012/5/27,0,2012-05-27
7831,2012/5/28,1,2012-05-28
7832,2012/5/29,1,2012-05-29
7833,2012/5/30,1,2012-05-30
7834,2012/5/31,1,2012-05-31
7835,2012/6/1,1,2012-06-01
7836,2012/6/2,0,2012-06-02
7837,2012/6/3,0,2012-06-03
7838,2012/6/4,1,2012-06-04
7839,2012/6/5,1,2012-06-05
7840,2012/6/6,1,2012-06-06
7841,2012/6/7,1,2012-06-07
7842,2012/6/8,1,2012-06-08
7843,2012/6/9,0,2012-06-09
7844,2012/6/10,0,2012-06-10
7845,2012/6/11,1,2012-06-11
7846,2012/6/12,1,2012-06-12
7847,2012/6/13,1,2012-06-13
7848,2012/6/14,1,2012-06-14
7849,2012/6/15,1,2012-06-15
7850,2012/6/16,0,2012-06-16
7851,2012/6/17,0,2012-06-17
7852,2012/6/18,1,2012-06-18
7853,2012/6/19,1,2012-06-19
7854,2012/6/20,1,2012-06-20
7855,2012/6/21,1,2012-06-21
7856,2012/6/22,0,2012-06-22
7857,2012/6/23,0,2012-06-23
7858,2012/6/24,0,2012-06-24
7859,2012/6/25,1,2012-06-25
7860,2012/6/26,1,2012-06-26
7861,2012/6/27,1,2012-06-27
7862,2012/6/28,1,2012-06-28
7863,2012/6/29,1,2012-06-29
7864,2012/6/30,0,2012-06-30
7865,2012/7/1,0,2012-07-01
7866,2012/7/2,1,2012-07-02
7867,2012/7/3,1,2012-07-03
7868,2012/7/4,1,2012-07-04
7869,2012/7/5,1,2012-07-05
7870,2012/7/6,1,2012-07-06
7871,2012/7/7,0,2012-07-07
7872,2012/7/8,0,2012-07-08
7873,2012/7/9,1,2012-07-09
7874,2012/7/10,1,2012-07-10
7875,2012/7/11,1,2012-07-11
7876,2012/7/12,1,2012-07-12
7877,2012/7/13,1,2012-07-13
7878,2012/7/14,0,2012-07-14
7879,2012/7/15,0,2012-07-15
7880,2012/7/16,1,2012-07-16
7881,2012/7/17,1,2012-07-17
7882,2012/7/18,1,2012-07-18
7883,2012/7/19,1,2012-07-19
7884,2012/7/20,1,2012-07-20
7885,2012/7/21,0,2012-07-21
7886,2012/7/22,0,2012-07-22
7887,2012/7/23,1,2012-07-23
7888,2012/7/24,1,2012-07-24
7889,2012/7/25,1,2012-07-25
7890,2012/7/26,1,2012-07-26
7891,2012/7/27,1,2012-07-27
7892,2012/7/28,0,2012-07-28
7893,2012/7/29,0,2012-07-29
7894,2012/7/30,1,2012-07-30
7895,2012/7/31,1,2012-07-31
7896,2012/8/1,1,2012-08-01
7897,2012/8/2,1,2012-08-02
7898,2012/8/3,1,2012-08-03
7899,2012/8/4,0,2012-08-04
7900,2012/8/5,0,2012-08-05
7901,2012/8/6,1,2012-08-06
7902,2012/8/7,1,2012-08-07
7903,2012/8/8,1,2012-08-08
7904,2012/8/9,1,2012-08-09
7905,2012/8/10,1,2012-08-10
7906,2012/8/11,0,2012-08-11
7907,2012/8/12,0,2012-08-12
7908,2012/8/13,1,2012-08-13
7909,2012/8/14,1,2012-08-14
7910,2012/8/15,1,2012-08-15
7911,2012/8/16,1,2012-08-16
7912,2012/8/17,1,2012-08-17
7913,2012/8/18,0,2012-08-18
7914,2012/8/19,0,2012-08-19
7915,2012/8/20,1,2012-08-20
7916,2012/8/21,1,2012-08-21
7917,2012/8/22,1,2012-08-22
7918,2012/8/23,1,2012-08-23
7919,2012/8/24,1,2012-08-24
7920,2012/8/25,0,2012-08-25
7921,2012/8/26,0,2012-08-26
7922,2012/8/27,1,2012-08-27
7923,2012/8/28,1,2012-08-28
7924,2012/8/29,1,2012-08-29
7925,2012/8/30,1,2012-08-30
7926,2012/8/31,1,2012-08-31
7927,2012/9/1,0,2012-09-01
7928,2012/9/2,0,2012-09-02
7929,2012/9/3,1,2012-09-03
7930,2012/9/4,1,2012-09-04
7931,2012/9/5,1,2012-09-05
7932,2012/9/6,1,2012-09-06
7933,2012/9/7,1,2012-09-07
7934,2012/9/8,0,2012-09-08
7935,2012/9/9,0,2012-09-09
7936,2012/9/10,1,2012-09-10
7937,2012/9/11,1,2012-09-11
7938,2012/9/12,1,2012-09-12
7939,2012/9/13,1,2012-09-13
7940,2012/9/14,1,2012-09-14
7941,2012/9/15,0,2012-09-15
7942,2012/9/16,0,2012-09-16
7943,2012/9/17,1,2012-09-17
7944,2012/9/18,1,2012-09-18
7945,2012/9/19,1,2012-09-19
7946,2012/9/20,1,2012-09-20
7947,2012/9/21,1,2012-09-21
7948,2012/9/22,0,2012-09-22
7949,2012/9/23,0,2012-09-23
7950,2012/9/24,1,2012-09-24
7951,2012/9/25,1,2012-09-25
7952,2012/9/26,1,2012-09-26
7953,2012/9/27,1,2012-09-27
7954,2012/9/28,1,2012-09-28
7955,2012/9/29,0,2012-09-29
7956,2012/9/30,0,2012-09-30
7957,2012/10/1,0,2012-10-01
7958,2012/10/2,0,2012-10-02
7959,2012/10/3,0,2012-10-03
7960,2012/10/4,0,2012-10-04
7961,2012/10/5,0,2012-10-05
7962,2012/10/6,0,2012-10-06
7963,2012/10/7,0,2012-10-07
7964,2012/10/8,1,2012-10-08
7965,2012/10/9,1,2012-10-09
7966,2012/10/10,1,2012-10-10
7967,2012/10/11,1,2012-10-11
7968,2012/10/12,1,2012-10-12
7969,2012/10/13,0,2012-10-13
7970,2012/10/14,0,2012-10-14
7971,2012/10/15,1,2012-10-15
7972,2012/10/16,1,2012-10-16
7973,2012/10/17,1,2012-10-17
7974,2012/10/18,1,2012-10-18
7975,2012/10/19,1,2012-10-19
7976,2012/10/20,0,2012-10-20
7977,2012/10/21,0,2012-10-21
7978,2012/10/22,1,2012-10-22
7979,2012/10/23,1,2012-10-23
7980,2012/10/24,1,2012-10-24
7981,2012/10/25,1,2012-10-25
7982,2012/10/26,1,2012-10-26
7983,2012/10/27,0,2012-10-27
7984,2012/10/28,0,2012-10-28
7985,2012/10/29,1,2012-10-29
7986,2012/10/30,1,2012-10-30
7987,2012/10/31,1,2012-10-31
7988,2012/11/1,1,2012-11-01
7989,2012/11/2,1,2012-11-02
7990,2012/11/3,0,2012-11-03
7991,2012/11/4,0,2012-11-04
7992,2012/11/5,1,2012-11-05
7993,2012/11/6,1,2012-11-06
7994,2012/11/7,1,2012-11-07
7995,2012/11/8,1,2012-11-08
7996,2012/11/9,1,2012-11-09
7997,2012/11/10,0,2012-11-10
7998,2012/11/11,0,2012-11-11
7999,2012/11/12,1,2012-11-12
8000,2012/11/13,1,2012-11-13
8001,2012/11/14,1,2012-11-14
8002,2012/11/15,1,2012-11-15
8003,2012/11/16,1,2012-11-16
8004,2012/11/17,0,2012-11-17
8005,2012/11/18,0,2012-11-18
8006,2012/11/19,1,2012-11-19
8007,2012/11/20,1,2012-11-20
8008,2012/11/21,1,2012-11-21
8009,2012/11/22,1,2012-11-22
8010,2012/11/23,1,2012-11-23
8011,2012/11/24,0,2012-11-24
8012,2012/11/25,0,2012-11-25
8013,2012/11/26,1,2012-11-26
8014,2012/11/27,1,2012-11-27
8015,2012/11/28,1,2012-11-28
8016,2012/11/29,1,2012-11-29
8017,2012/11/30,1,2012-11-30
8018,2012/12/1,0,2012-12-01
8019,2012/12/2,0,2012-12-02
8020,2012/12/3,1,2012-12-03
8021,2012/12/4,1,2012-12-04
8022,2012/12/5,1,2012-12-05
8023,2012/12/6,1,2012-12-06
8024,2012/12/7,1,2012-12-07
8025,2012/12/8,0,2012-12-08
8026,2012/12/9,0,2012-12-09
8027,2012/12/10,1,2012-12-10
8028,2012/12/11,1,2012-12-11
8029,2012/12/12,1,2012-12-12
8030,2012/12/13,1,2012-12-13
8031,2012/12/14,1,2012-12-14
8032,2012/12/15,0,2012-12-15
8033,2012/12/16,0,2012-12-16
8034,2012/12/17,1,2012-12-17
8035,2012/12/18,1,2012-12-18
8036,2012/12/19,1,2012-12-19
8037,2012/12/20,1,2012-12-20
8038,2012/12/21,1,2012-12-21
8039,2012/12/22,0,2012-12-22
8040,2012/12/23,0,2012-12-23
8041,2012/12/24,1,2012-12-24
8042,2012/12/25,1,2012-12-25
8043,2012/12/26,1,2012-12-26
8044,2012/12/27,1,2012-12-27
8045,2012/12/28,1,2012-12-28
8046,2012/12/29,0,2012-12-29
8047,2012/12/30,0,2012-12-30
8048,2012/12/31,1,2012-12-31
8049,2013/1/1,0,2013-01-01
8050,2013/1/2,0,2013-01-02
8051,2013/1/3,0,2013-01-03
8052,2013/1/4,1,2013-01-04
8053,2013/1/5,0,2013-01-05
8054,2013/1/6,0,2013-01-06
8055,2013/1/7,1,2013-01-07
8056,2013/1/8,1,2013-01-08
8057,2013/1/9,1,2013-01-09
8058,2013/1/10,1,2013-01-10
8059,2013/1/11,1,2013-01-11
8060,2013/1/12,0,2013-01-12
8061,2013/1/13,0,2013-01-13
8062,2013/1/14,1,2013-01-14
8063,2013/1/15,1,2013-01-15
8064,2013/1/16,1,2013-01-16
8065,2013/1/17,1,2013-01-17
8066,2013/1/18,1,2013-01-18
8067,2013/1/19,0,2013-01-19
8068,2013/1/20,0,2013-01-20
8069,2013/1/21,1,2013-01-21
8070,2013/1/22,1,2013-01-22
8071,2013/1/23,1,2013-01-23
8072,2013/1/24,1,2013-01-24
8073,2013/1/25,1,2013-01-25
8074,2013/1/26,0,2013-01-26
8075,2013/1/27,0,2013-01-27
8076,2013/1/28,1,2013-01-28
8077,2013/1/29,1,2013-01-29
8078,2013/1/30,1,2013-01-30
8079,2013/1/31,1,2013-01-31
8080,2013/2/1,1,2013-02-01
8081,2013/2/2,0,2013-02-02
8082,2013/2/3,0,2013-02-03
8083,2013/2/4,1,2013-02-04
8084,2013/2/5,1,2013-02-05
8085,2013/2/6,1,2013-02-06
8086,2013/2/7,1,2013-02-07
8087,2013/2/8,1,2013-02-08
8088,2013/2/9,0,2013-02-09
8089,2013/2/10,0,2013-02-10
8090,2013/2/11,0,2013-02-11
8091,2013/2/12,0,2013-02-12
8092,2013/2/13,0,2013-02-13
8093,2013/2/14,0,2013-02-14
8094,2013/2/15,0,2013-02-15
8095,2013/2/16,0,2013-02-16
8096,2013/2/17,0,2013-02-17
8097,2013/2/18,1,2013-02-18
8098,2013/2/19,1,2013-02-19
8099,2013/2/20,1,2013-02-20
8100,2013/2/21,1,2013-02-21
8101,2013/2/22,1,2013-02-22
8102,2013/2/23,0,2013-02-23
8103,2013/2/24,0,2013-02-24
8104,2013/2/25,1,2013-02-25
8105,2013/2/26,1,2013-02-26
8106,2013/2/27,1,2013-02-27
8107,2013/2/28,1,2013-02-28
8108,2013/3/1,1,2013-03-01
8109,2013/3/2,0,2013-03-02
8110,2013/3/3,0,2013-03-03
8111,2013/3/4,1,2013-03-04
8112,2013/3/5,1,2013-03-05
8113,2013/3/6,1,2013-03-06
8114,2013/3/7,1,2013-03-07
8115,2013/3/8,1,2013-03-08
8116,2013/3/9,0,2013-03-09
8117,2013/3/10,0,2013-03-10
8118,2013/3/11,1,2013-03-11
8119,2013/3/12,1,2013-03-12
8120,2013/3/13,1,2013-03-13
8121,2013/3/14,1,2013-03-14
8122,2013/3/15,1,2013-03-15
8123,2013/3/16,0,2013-03-16
8124,2013/3/17,0,2013-03-17
8125,2013/3/18,1,2013-03-18
8126,2013/3/19,1,2013-03-19
8127,2013/3/20,1,2013-03-20
8128,2013/3/21,1,2013-03-21
8129,2013/3/22,1,2013-03-22
8130,2013/3/23,0,2013-03-23
8131,2013/3/24,0,2013-03-24
8132,2013/3/25,1,2013-03-25
8133,2013/3/26,1,2013-03-26
8134,2013/3/27,1,2013-03-27
8135,2013/3/28,1,2013-03-28
8136,2013/3/29,1,2013-03-29
8137,2013/3/30,0,2013-03-30
8138,2013/3/31,0,2013-03-31
8139,2013/4/1,1,2013-04-01
8140,2013/4/2,1,2013-04-02
8141,2013/4/3,1,2013-04-03
8142,2013/4/4,0,2013-04-04
8143,2013/4/5,0,2013-04-05
8144,2013/4/6,0,2013-04-06
8145,2013/4/7,0,2013-04-07
8146,2013/4/8,1,2013-04-08
8147,2013/4/9,1,2013-04-09
8148,2013/4/10,1,2013-04-10
8149,2013/4/11,1,2013-04-11
8150,2013/4/12,1,2013-04-12
8151,2013/4/13,0,2013-04-13
8152,2013/4/14,0,2013-04-14
8153,2013/4/15,1,2013-04-15
8154,2013/4/16,1,2013-04-16
8155,2013/4/17,1,2013-04-17
8156,2013/4/18,1,2013-04-18
8157,2013/4/19,1,2013-04-19
8158,2013/4/20,0,2013-04-20
8159,2013/4/21,0,2013-04-21
8160,2013/4/22,1,2013-04-22
8161,2013/4/23,1,2013-04-23
8162,2013/4/24,1,2013-04-24
8163,2013/4/25,1,2013-04-25
8164,2013/4/26,1,2013-04-26
8165,2013/4/27,0,2013-04-27
8166,2013/4/28,0,2013-04-28
8167,2013/4/29,0,2013-04-29
8168,2013/4/30,0,2013-04-30
8169,2013/5/1,0,2013-05-01
8170,2013/5/2,1,2013-05-02
8171,2013/5/3,1,2013-05-03
8172,2013/5/4,0,2013-05-04
8173,2013/5/5,0,2013-05-05
8174,2013/5/6,1,2013-05-06
8175,2013/5/7,1,2013-05-07
8176,2013/5/8,1,2013-05-08
8177,2013/5/9,1,2013-05-09
8178,2013/5/10,1,2013-05-10
8179,2013/5/11,0,2013-05-11
8180,2013/5/12,0,2013-05-12
8181,2013/5/13,1,2013-05-13
8182,2013/5/14,1,2013-05-14
8183,2013/5/15,1,2013-05-15
8184,2013/5/16,1,2013-05-16
8185,2013/5/17,1,2013-05-17
8186,2013/5/18,0,2013-05-18
8187,2013/5/19,0,2013-05-19
8188,2013/5/20,1,2013-05-20
8189,2013/5/21,1,2013-05-21
8190,2013/5/22,1,2013-05-22
